rating,review_text,sentiment,predicted_sentiment
5,school,1,1
1,contraction working,0,0
4,why did you remove the provision of the flash light during whatsapp i used to enjoy my video calls a lot kindly consider it back,1,1
5,great,1,1
5,im addicted to this app i nearly use any other app  thank for creating this kind of app ,1,1
5,thanks for the info,1,1
5,good perfirm,1,1
2,please turn off usb storage and try again but why show is this,0,0
5,love this app better than facebook,1,1
2,i love this app but y is that just one month my whatsapp has become out of date,0,1
1,on average im being logged out of my account close to 10 times a day and this has been happening for the past three weeks now the process of having to add my number and log in again and again is now exhausting i have no idea if the problem is with the app or really theres some hackers out there trying to take over my number ive tried to reach out for help on the issue only to deal with ai my problem needs another human not a machine please,0,0
4,unable to update,1,0
5,this whatsapp is very good,1,1
5,show very well app,1,1
1,it is very bad if any account has to be added then it does not get added he works very quickly but it takes a long time,0,0
1,i cant get my retort back ,0,0
5,awesome app  great wishes to all of you ,1,1
5,this app is amazing,1,1
4,how can i open my whatsapp again,1,1
5,we could get fast information with this app,1,1
1,disappointing app i regret using this app why not the owner of this app should just disable the existence of this app because its worthless and useless i could have given 0 star if theres room for any and if you wanna know my reasons its because i barely get 5 minutes to chat with someone on the app its always spamming my account what a waste of time using this app,0,0
5,wonder full app,1,1
1,i cannot put a song on the story,0,0
5,good experience,1,1
2,not properly working my whats up,0,0
5,good app,1,1
4,ye app bht acha h lekin pata nhi ye q nhi chal rha h maine ise download kiya phir install kr rhe hoon is app ko maine login bhi kiya dekhte h ye work krta h ya fir kuch aur krna hoga ,1,1
1,very slowl download,0,0
1,this error has been showing on my whatsapp repeatedly i have already mailed reported and followed all the instructions provided yet the issue remains unresolved please fix this urgently this account violates whatsapps age requirement review whatsapp terms of service for more details visit facebook to confirm age chats are still on this device,0,0
5,tx for give this app,1,1
1,ill never use your application again,0,1
4,so private for chatting,1,1
1,i have already done the chat backup in my old phone but i am unable to restore my chats in my new phone firstly i thought maybe the backup was not completed in my old phone so i checked it on google one in that it is showing whatsapp backup that means the backup is completed in my old phone but i am unable to restore it to my new phone i dont understand why i am not able to restore my chat backup in whatsapp,0,0
5,very use full,1,1
5,thaks,1,1
5,the update in the whatsapp about section was worst please change into a normal way i can type few word only i need to expand the about section and please consider my request,1,0
1,why is the reminder option removed,0,0
5,the best app,1,1
5,i really like the app,1,1
1,worst thing is the public adult channels like pooja bhabhi ko subscribe karo love i love you neha shilpa and many more they are just waste and again and again i hide them but they reapper please whatapp make a option for putting off the all showing public chennals except if searched for,0,0
5,all chat backup,1,1
5,nice experience i have got from this app as compared to all other apps,1,1
1,ive been using it for years but why is whatsapp having problems this time the chat i pinned doesnt have the pin logo and when i enter the lock chat it flashes and i cant open it thats the only chat that doesnt work,0,0
1,i cant download my watsapp,0,1
1,since sept 30 ive faced major whatsapp issues messages fail to send contacts show duplicate profiles and chat history vanished a banner says contacts changed numbers which seems like a glitch reinstalling and restoring via backup worsened thingsmessages disappear replies arent visible and old chats are missing whatsapp web shows some history but mobile app remains broken please help urgently unable to see or send any message also chat history is not vissibleso disturbed i am,0,0
2,i gave them 2 stars because facial recognition is not available for android phones,0,0
1,so down app ,0,1
1,why is there no chat restore button,0,0
1,allowed some random to claim my number without my say would leave negative stars if i could worst app ever,0,0
4,basic element of life now a days,1,1
4,its not downloading,1,1
1,since yesterday it crashing taking me back to home screen anytime i open a chat,0,0
5,it is so easy to use but mine is saying l need official whatsapp but l already have it,1,1
5,good app for use i used this app since 2017,1,1
1,search option not working in chat,0,0
1,i cannot share a file if i dont allow access of my contacts but i can still chat use the app call or share the same document via the chat ridiculous,0,0
5,the good,1,1
2,whats up image filters are not working properly if i apply a filter to an image and send it to others image automatically turns up and down this is happening from the past few weeks still no solution,0,0
4,the latest update is very bad whatsapp hangs every time i enter it and i cant open it or use it at all,1,0
2,ive seen some reviews explained that the contacts were suddenly removed and i just experienced it please fix the bug personally whatsapp is already great and easy to use so please do not add more unnecessary features,0,0
5,past cluster venture session determine mode split intelligence code year psychological protect actress household proper relax convince battle normally modern instruction badly appropriate immigration deliver violent accident spread barrel speak,1,0
